学部,学院,学历,毕业年度,去向类别,单位名称,人数
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,上海交通大学,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,中国科学院自动化研究所,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,华中科技大学,7
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,同济大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,哈尔滨工业大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,昆明理工大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,浙江大学,5
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,清华大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,清华大学深圳国际研究生院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,湖南大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,西安交通大学,7
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,升学,重庆大学,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,就业,其他,9
工程学部,重庆大学–辛辛那提大学联合学院,本科,2021,选调生,中共济宁市委组织部(济宁市公务员局),1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,乔治亚理工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,伊利诺伊大学香槟分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,伦敦大学学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,佐治亚理工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,俄亥俄州立大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,加州大学伯克利分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,加州大学欧文分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,加州大学洛杉矶分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,南加州大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,南洋理工大学,7
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,哥伦比亚大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,多特蒙德工业大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,宾夕法尼亚大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,密歇根大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,布朗大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,帝国理工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,康奈尔大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,悉尼大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,新加坡国立大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,早稻田大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,杜克大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,澳门大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,爱丁堡大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,约翰霍普金斯大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,纽约大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,纽约大学工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,辛辛那提大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,迈阿密大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,香港城市大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,出国(境)留学或工作,香港科技大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,上海交通大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,中国原子能科学研究院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,北京理工大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,华中科技大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,天津大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,浙江大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,清华大学,5
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,苏州大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,西安交通大学,8
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,西安近代化学研究所,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,升学,重庆大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2022,就业,其他,6
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,东京工业大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,代尔夫特理工大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,伊利诺伊大学厄本那香槟分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,伦敦大学学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,佐治亚理工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,加州大学伯克利分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,加州大学圣地亚哥分校,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,南洋理工大学,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,卡耐基梅隆大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,宾夕法尼亚大学,7
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,宾夕法尼亚州立大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,密歇根大学安娜堡分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,密西根大学安娜堡分校,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,帝国理工学院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,斯坦福大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,新加坡国立大学,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,新南威尔士大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,杜克大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,约翰斯·霍普金斯大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,约翰霍普金斯大学,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,莱斯大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,西北大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港中文大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港中文大学(深圳),1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港理工大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港科技大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,出国(境)留学或工作,香港科技大学(深圳),1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,上海交通大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,中国电力科学研究院,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,中国科学院大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,华中科技大学,2
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,华南理工大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,同济大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,复旦大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,天津大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,山东大学,1
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,浙江大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,清华大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,西安交通大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,升学,重庆大学,3
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,就业,其他,4
工程学部,重庆大学–辛辛那提大学联合学院,本科,2023,就业,鹰腾信息科技(东莞)有限公司,2
建筑学部,土木工程学院,博士,2021,出国(境)留学或工作,香港理工大学,2
建筑学部,土木工程学院,博士,2021,就业,仲恺农业工程学院,1
建筑学部,土木工程学院,博士,2021,就业,北京集智数字科技有限公司,1
建筑学部,土木工程学院,博士,2021,就业,南昌工程学院,1
建筑学部,土木工程学院,博士,2021,就业,吉首大学,1
建筑学部,土木工程学院,博士,2021,就业,哈尔滨工业大学(深圳),1
建筑学部,土木工程学院,博士,2021,就业,太原理工大学,1
建筑学部,土木工程学院,博士,2021,就业,安徽工业大学,1
建筑学部,土木工程学院,博士,2021,就业,安徽建筑大学,1
建筑学部,土木工程学院,博士,2021,就业,山西交通科学研究院集团有限公司,1
建筑学部,土木工程学院,博士,2021,就业,常州大学,1
建筑学部,土木工程学院,博士,2021,就业,成都市龙泉驿区人力资源和社会保障局,1
建筑学部,土木工程学院,博士,2021,就业,杭州云之鼎数据科技有限公司,1
建筑学部,土木工程学院,博士,2021,就业,浙江理工大学,1
建筑学部,土木工程学院,博士,2021,就业,海南大学,1
建筑学部,土木工程学院,博士,2021,就业,深圳大学,1
建筑学部,土木工程学院,博士,2021,就业,清华大学,4
建筑学部,土木工程学院,博士,2021,就业,湖南大学,1
建筑学部,土木工程学院,博士,2021,就业,湖南工程学院,1
建筑学部,土木工程学院,博士,2021,就业,绍兴文理学院,2
建筑学部,土木工程学院,博士,2021,就业,郑州大学,1
建筑学部,土木工程学院,博士,2021,就业,重庆交通大学,2
建筑学部,土木工程学院,博士,2021,就业,重庆大学,1
建筑学部,土木工程学院,博士,2021,就业,重庆大学产业技术研究院,1
建筑学部,土木工程学院,博士,2021,就业,重庆大学溧阳智慧城市研究院,1
建筑学部,土木工程学院,博士,2021,就业,重庆市建筑科学研究院有限公司,1
建筑学部,土木工程学院,博士,2021,就业,重庆科技学院,3
建筑学部,土木工程学院,博士,2021,就业,长沙学院,1
建筑学部,土木工程学院,博士,2021,选调生,中共德阳市委组织部,1
建筑学部,土木工程学院,博士,2021,选调生,中共成都市委组织部,1
建筑学部,土木工程学院,博士,2021,选调生,中共绵阳市委组织部,1
建筑学部,土木工程学院,博士,2021,选调生,中共重庆市云阳县委组织部,1
建筑学部,土木工程学院,博士,2021,选调生,中共重庆市委组织部,1
建筑学部,土木工程学院,博士,2022,出国(境)留学或工作,卧龙岗大学,1
建筑学部,土木工程学院,博士,2022,出国(境)留学或工作,新加坡理工大学,1
建筑学部,土木工程学院,博士,2022,就业,中国人民解放军军事科学院,1
建筑学部,土木工程学院,博士,2022,就业,中国人民解放军空军工程大学,1
建筑学部,土木工程学院,博士,2022,就业,中国人民解放军陆军勤务学院,2
建筑学部,土木工程学院,博士,2022,就业,中国建设基础设施有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中国电建集团华东勘测设计研究院有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中国科学院上海光学精密机械研究所,1
建筑学部,土木工程学院,博士,2022,就业,中国铁道科学研究院集团有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中建三局集团有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中建二局第二建筑工程有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中建海龙科技有限公司,1
建筑学部,土木工程学院,博士,2022,就业,中铁二院重庆勘察设计研究院有限责任公司,1
建筑学部,土木工程学院,博士,2022,就业,中铁十一局集团有限公司,1
建筑学部,土木工程学院,博士,2022,就业,华东交通大学,2
建筑学部,土木工程学院,博士,2022,就业,哈尔滨工业大学,1
建筑学部,土木工程学院,博士,2022,就业,太原理工大学,1
建筑学部,土木工程学院,博士,2022,就业,安徽工业大学,1
建筑学部,土木工程学院,博士,2022,就业,山东建筑大学,1
建筑学部,土木工程学院,博士,2022,就业,山西大学,1
建筑学部,土木工程学院,博士,2022,就业,常州大学,1
建筑学部,土木工程学院,博士,2022,就业,广东海洋大学,1
建筑学部,土木工程学院,博士,2022,就业,昆明理工大学,1
建筑学部,土木工程学院,博士,2022,就业,河北工程大学,1
建筑学部,土木工程学院,博士,2022,就业,河北建筑工程学院,1
建筑学部,土木工程学院,博士,2022,就业,河南城建学院,1
建筑学部,土木工程学院,博士,2022,就业,河南理工大学,1
建筑学部,土木工程学院,博士,2022,就业,河南科技大学,1
建筑学部,土木工程学院,博士,2022,就业,浙江大学,1
建筑学部,土木工程学院,博士,2022,就业,浙江工业大学,1
建筑学部,土木工程学院,博士,2022,就业,深圳大学,1
建筑学部,土木工程学院,博士,2022,就业,清华大学,1
建筑学部,土木工程学院,博士,2022,就业,湖南城市学院,1
建筑学部,土木工程学院,博士,2022,就业,福州大学,1
建筑学部,土木工程学院,博士,2022,就业,福建农林大学,1
建筑学部,土木工程学院,博士,2022,就业,美的集团(上海)有限公司,1
建筑学部,土木工程学院,博士,2022,就业,苏州科技大学,1
建筑学部,土木工程学院,博士,2022,就业,西北农林科技大学,1
建筑学部,土木工程学院,博士,2022,就业,贵州大学,1
建筑学部,土木工程学院,博士,2022,就业,重庆交通大学,3
建筑学部,土木工程学院,博士,2022,就业,重庆城投基础设施建设有限公司,1
建筑学部,土木工程学院,博士,2022,就业,重庆大学,1
建筑学部,土木工程学院,博士,2022,就业,重庆大学溧阳智慧城市研究院,1
建筑学部,土木工程学院,博士,2022,就业,重庆工业职业技术学院,1
建筑学部,土木工程学院,博士,2022,就业,重庆市地质矿产勘查开发局南江水文地质工程地质队,1
建筑学部,土木工程学院,博士,2022,就业,重庆文理学院,1
建筑学部,土木工程学院,博士,2022,就业,重庆渝富产城运营建设发展有限公司,1
建筑学部,土木工程学院,博士,2022,就业,重庆科技学院,2
建筑学部,土木工程学院,博士,2022,就业,重庆第二师范学院,1
建筑学部,土木工程学院,博士,2022,就业,香港理工大学,1
建筑学部,土木工程学院,博士,2022,选调生,泉州市审计局,1
建筑学部,土木工程学院,博士,2023,出国(境)留学或工作,香港理工大学,1
建筑学部,土木工程学院,博士,2023,就业,ARUP香港公司,1
建筑学部,土木工程学院,博士,2023,就业,三峡大学,1
建筑学部,土木工程学院,博士,2023,就业,中国建筑第七工程局有限公司,1
建筑学部,土木工程学院,博士,2023,就业,中国科学院武汉岩土力学研究所,1
建筑学部,土木工程学院,博士,2023,就业,北京科技大学,1
建筑学部,土木工程学院,博士,2023,就业,四川大学,1
建筑学部,土木工程学院,博士,2023,就业,四川蜀道铁路投资集团有限责任公司,1
建筑学部,土木工程学院,博士,2023,就业,广东美的制冷设备有限公司,1
建筑学部,土木工程学院,博士,2023,就业,广州大学,1
建筑学部,土木工程学院,博士,2023,就业,广西科技大学,1
建筑学部,土木工程学院,博士,2023,就业,深圳大学,1
建筑学部,土木工程学院,博士,2023,就业,苏州科技大学,1
建筑学部,土木工程学院,博士,2023,就业,郑州轻工业大学,1
建筑学部,土木工程学院,博士,2023,就业,重庆交通大学,2
建筑学部,土木工程学院,博士,2023,就业,重庆大学,1
建筑学部,土木工程学院,博士,2023,就业,重庆大学溧阳智慧城市研究院,1
建筑学部,土木工程学院,博士,2023,就业,重庆科技学院,2
建筑学部,土木工程学院,博士,2023,就业,长沙理工大学,1
建筑学部,土木工程学院,博士,2023,就业,青岛理工大学,1
建筑学部,土木工程学院,博士,2023,就业,黄河水利委员会河南黄河河务局,1
建筑学部,土木工程学院,博士,2023,选调生,中共重庆市委组织部,3
建筑学部,土木工程学院,博士,2023,选调生,中共重庆市江北区委组织部,1
建筑学部,土木工程学院,博士,2023,选调生,江西省委组织部,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,东京外国语学院,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,东京理科大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,伦敦大学学院,3
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,卡耐基梅隆大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,新加坡国立大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,新南威尔士大学,2
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,曼彻斯特大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,西交利物浦大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,诺丁汉大学·,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,谢菲尔德大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,贝尔法斯特女王大学,1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,香港中文大学(深圳),1
建筑学部,土木工程学院,本科,2021,出国(境)留学或工作,香港科技大学,2
建筑学部,土木工程学院,本科,2021,升学,上海交通大学,5
建筑学部,土木工程学院,本科,2021,升学,上海应用技术大学,1
建筑学部,土木工程学院,本科,2021,升学,东北大学,1
建筑学部,土木工程学院,本科,2021,升学,东南大学,9
建筑学部,土木工程学院,本科,2021,升学,中南大学,1
建筑学部,土木工程学院,本科,2021,升学,中国测绘科学研究院,1
建筑学部,土木工程学院,本科,2021,升学,中国科学技术大学,1
建筑学部,土木工程学院,本科,2021,升学,中山大学,1
建筑学部,土木工程学院,本科,2021,升学,兰州大学,1
建筑学部,土木工程学院,本科,2021,升学,军事科学院,1
建筑学部,土木工程学院,本科,2021,升学,北京大学(第二学位),2
建筑学部,土木工程学院,本科,2021,升学,北京师范大学,1
建筑学部,土木工程学院,本科,2021,升学,北京科技大学,1
建筑学部,土木工程学院,本科,2021,升学,华中科技大学,1
建筑学部,土木工程学院,本科,2021,升学,华南理工大学,2
建筑学部,土木工程学院,本科,2021,升学,南京大学,1
建筑学部,土木工程学院,本科,2021,升学,南京航空航天大学,1
建筑学部,土木工程学院,本科,2021,升学,厦门大学,1
建筑学部,土木工程学院,本科,2021,升学,合肥工业大学,1
建筑学部,土木工程学院,本科,2021,升学,同济大学,17
建筑学部,土木工程学院,本科,2021,升学,哈尔滨工业大学,4
建筑学部,土木工程学院,本科,2021,升学,哈尔滨工业大学(深圳),3
建筑学部,土木工程学院,本科,2021,升学,大连理工大学,1
建筑学部,土木工程学院,本科,2021,升学,天津大学,4
建筑学部,土木工程学院,本科,2021,升学,武汉大学,8
建筑学部,土木工程学院,本科,2021,升学,浙江大学,4
建筑学部,土木工程学院,本科,2021,升学,清华大学,3
建筑学部,土木工程学院,本科,2021,升学,西安建筑科技大学,1
建筑学部,土木工程学院,本科,2021,升学,西安理工大学,1
建筑学部,土木工程学院,本科,2021,就业,中交二航局第二工程有限公司,2
建筑学部,土木工程学院,本科,2021,就业,中国工程物理研究院院机关,2
建筑学部,土木工程学院,本科,2021,就业,中国建筑第五工程局有限公司,4
建筑学部,土木工程学院,本科,2021,就业,中国建筑第八工程局有限公司上海分公司,4
建筑学部,土木工程学院,本科,2021,就业,中国建筑第八工程局有限公司西南分公司,7
建筑学部,土木工程学院,本科,2021,就业,中国建筑股份有限公司国际工程分公司,2
建筑学部,土木工程学院,本科,2021,就业,中国水利水电第八工程局有限公司,2
建筑学部,土木工程学院,本科,2021,就业,中建一局集团建设发展有限公司,3
建筑学部,土木工程学院,本科,2021,就业,中建三局基础设施建设投资有限公司,2
建筑学部,土木工程学院,本科,2021,就业,中建三局安装工程有限公司,4
建筑学部,土木工程学院,本科,2021,就业,中建三局第一建设工程有限责任公司,6
建筑学部,土木工程学院,本科,2021,就业,中建三局第三建设工程有限责任公司,2
建筑学部,土木工程学院,本科,2021,就业,中建三局第二建设工程有限责任公司,2
建筑学部,土木工程学院,本科,2021,就业,中建三局集团有限公司上海分公司,3
建筑学部,土木工程学院,本科,2021,就业,中建三局集团有限公司工程总承包公司,3
建筑学部,土木工程学院,本科,2021,就业,中建三局集团有限公司广州分公司,7
建筑学部,土木工程学院,本科,2021,就业,中建三局集团有限公司成都分公司,6
建筑学部,土木工程学院,本科,2021,就业,中建三局集团有限公司西南分公司,8
建筑学部,土木工程学院,本科,2021,就业,中建八局发展建设有限公司,4
建筑学部,土木工程学院,本科,2021,就业,中建八局第一建设有限公司,5
建筑学部,土木工程学院,本科,2021,就业,中建八局第三建设有限公司,7
建筑学部,土木工程学院,本科,2021,就业,中建四局第三建设有限公司,3
建筑学部,土木工程学院,本科,2021,就业,保利长大工程有限公司,3
建筑学部,土木工程学院,本科,2021,就业,其他,87
建筑学部,土木工程学院,本科,2021,就业,四川省城市建筑设计研究院,3
建筑学部,土木工程学院,本科,2021,就业,成都华润燃气设计有限公司,2
建筑学部,土木工程学院,本科,2021,就业,成都基准方中建筑设计有限公司,2
建筑学部,土木工程学院,本科,2021,就业,成都基准方中建筑设计有限公司重庆分公司,3
建筑学部,土木工程学院,本科,2021,就业,重庆万友人才服务有限公司,3
建筑学部,土木工程学院,本科,2021,就业,重庆中骏和信置业有限公司,2
建筑学部,土木工程学院,本科,2021,就业,重庆佳兆业房地产开发有限公司,2
建筑学部,土木工程学院,本科,2021,就业,重庆大学,118
建筑学部,土木工程学院,本科,2021,志愿服务西部计划,重庆市南川区住房与城乡建设委员会,1
建筑学部,土木工程学院,本科,2021,志愿服务西部计划,重庆市璧山区璧城街道办事处,1
建筑学部,土木工程学院,本科,2021,选调生,中共陕西省委组织部,1
建筑学部,土木工程学院,本科,2021,选调生,中共黑龙江省委组织部,1
建筑学部,土木工程学院,本科,2021,选调生,中共黔东南州委组织部,1
建筑学部,土木工程学院,本科,2021,选调生,中国共产党呼和浩特市委员会组织部,1
建筑学部,土木工程学院,本科,2021,选调生,中国共产党宜宾市委员会组织部,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,伊利诺伊大学香槟分校,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,南加州大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,南洋理工大学,2
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,卡内基梅隆大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,墨尔本大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,悉尼大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,新南威尔士大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,昆士兰大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,杜伦大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,格拉斯哥大学,1
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,香港城市大学,2
建筑学部,土木工程学院,本科,2022,出国(境)留学或工作,香港科技大学,1
建筑学部,土木工程学院,本科,2022,升学,东北大学,1
建筑学部,土木工程学院,本科,2022,升学,东南大学,16
建筑学部,土木工程学院,本科,2022,升学,中国农业大学,1
建筑学部,土木工程学院,本科,2022,升学,中国石油大学(华东),1
建筑学部,土木工程学院,本科,2022,升学,中国科学院力学研究所,1
建筑学部,土木工程学院,本科,2022,升学,中国科学院大学,4
建筑学部,土木工程学院,本科,2022,升学,中国科学院成都山地所,1
建筑学部,土木工程学院,本科,2022,升学,中国科学院成都山地灾害与环境研究所,1
建筑学部,土木工程学院,本科,2022,升学,中国科学院武汉岩土力学研究所,1
建筑学部,土木工程学院,本科,2022,升学,中央财经大学,1
建筑学部,土木工程学院,本科,2022,升学,云南大学,2
建筑学部,土木工程学院,本科,2022,升学,兰州大学,1
建筑学部,土木工程学院,本科,2022,升学,北京大学,1
建筑学部,土木工程学院,本科,2022,升学,华南理工大学,1
建筑学部,土木工程学院,本科,2022,升学,南京航空航天大学,1
建筑学部,土木工程学院,本科,2022,升学,同济大学,19
建筑学部,土木工程学院,本科,2022,升学,哈尔滨工业大学,5
建筑学部,土木工程学院,本科,2022,升学,哈尔滨工业大学深圳校区,1
建筑学部,土木工程学院,本科,2022,升学,哈尔滨工程大学,1
建筑学部,土木工程学院,本科,2022,升学,天津大学,1
建筑学部,土木工程学院,本科,2022,升学,太原理工大学,1
建筑学部,土木工程学院,本科,2022,升学,山东大学,1
建筑学部,土木工程学院,本科,2022,升学,昆明理工大学,1
建筑学部,土木工程学院,本科,2022,升学,武汉大学,1
建筑学部,土木工程学院,本科,2022,升学,江苏科技大学,1
建筑学部,土木工程学院,本科,2022,升学,河海大学,1
建筑学部,土木工程学院,本科,2022,升学,浙江大学,7
建筑学部,土木工程学院,本科,2022,升学,清华大学,4
建筑学部,土木工程学院,本科,2022,升学,清华大学深圳研究生院,1
建筑学部,土木工程学院,本科,2022,升学,湘潭大学,1
建筑学部,土木工程学院,本科,2022,升学,西南石油大学,1
建筑学部,土木工程学院,本科,2022,升学,重庆大学,107
建筑学部,土木工程学院,本科,2022,升学,陕西师范大学,1
建筑学部,土木工程学院,本科,2022,就业,上海建工一建集团有限公司,2
建筑学部,土木工程学院,本科,2022,就业,上海建工一建集团有限公司成都分公司,2
建筑学部,土木工程学院,本科,2022,就业,中冶建工集团有限公司,5
建筑学部,土木工程学院,本科,2022,就业,中国建筑第二工程局有限公司西南分公司,2
建筑学部,土木工程学院,本科,2022,就业,中国建筑第五工程局有限公司,3
建筑学部,土木工程学院,本科,2022,就业,中国建筑第五工程局有限公司河南分公司,2
建筑学部,土木工程学院,本科,2022,就业,中国建筑第八工程局有限公司西南分公司,18
建筑学部,土木工程学院,本科,2022,就业,中国建筑第六工程局有限公司,2
建筑学部,土木工程学院,本科,2022,就业,中建-大成建筑有限责任公司,2
建筑学部,土木工程学院,本科,2022,就业,中建一局集团建设发展有限公司,11
建筑学部,土木工程学院,本科,2022,就业,中建一局集团建设发展有限公司西南分公司,2
建筑学部,土木工程学院,本科,2022,就业,中建一局集团第三建筑有限公司,2
建筑学部,土木工程学院,本科,2022,就业,中建三局安装工程有限公司,5
建筑学部,土木工程学院,本科,2022,就业,中建三局第一建设工程有限责任公司,17
建筑学部,土木工程学院,本科,2022,就业,中建三局集团有限公司,13
建筑学部,土木工程学院,本科,2022,就业,中建三局集团有限公司工程总承包公司,3
建筑学部,土木工程学院,本科,2022,就业,中建三局集团有限公司西南分公司,3
建筑学部,土木工程学院,本科,2022,就业,中建五局第三建设有限公司,2
建筑学部,土木工程学院,本科,2022,就业,中建八局发展建设有限公司,7
建筑学部,土木工程学院,本科,2022,就业,中建八局第一建设有限公司,7
建筑学部,土木工程学院,本科,2022,就业,中建八局第三建设有限公司,2
建筑学部,土木工程学院,本科,2022,就业,中建八局第二建设有限公司,4
建筑学部,土木工程学院,本科,2022,就业,中建西南咨询顾问有限公司,2
