学部,学院,学历,毕业年度,去向类别,单位名称,人数
人文学部,体育学院,本科,2021,出国(境)留学或工作,爱丁堡大学,1
人文学部,体育学院,本科,2021,升学,中南大学,2
人文学部,体育学院,本科,2021,升学,四川大学,1
人文学部,体育学院,本科,2021,就业,其他,14
人文学部,体育学院,本科,2021,就业,重庆大学,4
人文学部,体育学院,本科,2021,就业,重庆高新区公共服务局,2
人文学部,体育学院,本科,2021,志愿服务西部计划,共青团重庆两江新区工作委员会,1
人文学部,体育学院,本科,2022,升学,中南大学,3
人文学部,体育学院,本科,2022,升学,重庆大学,7
人文学部,体育学院,本科,2022,就业,其他,15
人文学部,体育学院,本科,2022,就业,重庆树人立德小学,2
人文学部,体育学院,本科,2022,选调生,中共甘孜州委组织部,1
人文学部,体育学院,本科,2023,升学,华南理工大学,1
人文学部,体育学院,本科,2023,升学,四川大学,2
人文学部,体育学院,本科,2023,升学,广西民族大学,1
人文学部,体育学院,本科,2023,升学,深圳大学,1
人文学部,体育学院,本科,2023,升学,重庆大学,3
人文学部,体育学院,本科,2023,就业,其他,11
人文学部,体育学院,本科,2023,就业,深圳市龙岗区教育局,2
人文学部,体育学院,本科,2023,选调生,中国共产党宜宾市委员会组织部,1
人文学部,体育学院,硕士,2021,就业,其他,11
人文学部,体育学院,硕士,2021,就业,重庆城市科技学院,2
人文学部,体育学院,硕士,2021,就业,重庆电力高等专科学校,4
人文学部,体育学院,硕士,2021,选调生,国家信访局,1
人文学部,体育学院,硕士,2022,升学,清华大学,1
人文学部,体育学院,硕士,2022,就业,其他,16
人文学部,体育学院,硕士,2022,就业,重庆工业职业技术学院,2
人文学部,体育学院,硕士,2022,选调生,中共南昌市委组织部,1
人文学部,体育学院,硕士,2023,出国(境)留学或工作,拉夫堡大学,1
人文学部,体育学院,硕士,2023,就业,其他,11
人文学部,体育学院,硕士,2023,就业,重庆高新技术产业开发区管理委员会,2
人文学部,体育学院,硕士,2023,选调生,中共安顺市委组织部,1
人文学部,博雅学院,博士,2021,就业,四川师范大学,1
人文学部,博雅学院,博士,2021,就业,重庆市潼南区人力资源和社会保障局,1
人文学部,博雅学院,博士,2022,就业,太原学院,1
人文学部,博雅学院,博士,2023,就业,西华大学,1
人文学部,博雅学院,本科,2021,出国(境)留学或工作,布里斯托大学,1
人文学部,博雅学院,本科,2021,升学,中国人民大学,2
人文学部,博雅学院,本科,2021,升学,中国社会科学院大学,1
人文学部,博雅学院,本科,2021,升学,中国科学技术大学,1
人文学部,博雅学院,本科,2021,升学,中央民族大学,1
人文学部,博雅学院,本科,2021,升学,中山大学,4
人文学部,博雅学院,本科,2021,升学,华东师范大学,3
人文学部,博雅学院,本科,2021,升学,华中科技大学,2
人文学部,博雅学院,本科,2021,升学,厦门大学,2
人文学部,博雅学院,本科,2021,升学,武汉大学,5
人文学部,博雅学院,本科,2021,升学,重庆大学,3
人文学部,博雅学院,本科,2021,就业,其他,5
人文学部,博雅学院,本科,2021,选调生,中国共产党遂宁市委组织部,1
人文学部,博雅学院,本科,2022,出国(境)留学或工作,博洛尼亚大学,1
人文学部,博雅学院,本科,2022,出国(境)留学或工作,名进日本语学校,1
人文学部,博雅学院,本科,2022,出国(境)留学或工作,曼彻斯特大学,1
人文学部,博雅学院,本科,2022,出国(境)留学或工作,澳门大学,1
人文学部,博雅学院,本科,2022,出国(境)留学或工作,香港大学,1
人文学部,博雅学院,本科,2022,升学,中国人民大学,3
人文学部,博雅学院,本科,2022,升学,中国传媒大学,1
人文学部,博雅学院,本科,2022,升学,中央民族大学,1
人文学部,博雅学院,本科,2022,升学,北京大学,2
人文学部,博雅学院,本科,2022,升学,华东师范大学,2
人文学部,博雅学院,本科,2022,升学,南京大学,2
人文学部,博雅学院,本科,2022,升学,南开大学,1
人文学部,博雅学院,本科,2022,升学,厦门大学,2
人文学部,博雅学院,本科,2022,升学,山东大学,1
人文学部,博雅学院,本科,2022,升学,武汉大学,3
人文学部,博雅学院,本科,2022,升学,浙江大学,1
人文学部,博雅学院,本科,2022,升学,重庆大学,4
人文学部,博雅学院,本科,2022,就业,其他,7
人文学部,博雅学院,本科,2022,志愿服务西部计划,彭水县第五小学,1
人文学部,博雅学院,本科,2023,出国(境)留学或工作,爱丁堡大学,2
人文学部,博雅学院,本科,2023,出国(境)留学或工作,香港大学,1
人文学部,博雅学院,本科,2023,升学,上海大学,1
人文学部,博雅学院,本科,2023,升学,中南财经政法大学,1
人文学部,博雅学院,本科,2023,升学,中国人民大学,1
人文学部,博雅学院,本科,2023,升学,中山大学,2
人文学部,博雅学院,本科,2023,升学,华东师范大学,1
人文学部,博雅学院,本科,2023,升学,华中师范大学,1
人文学部,博雅学院,本科,2023,升学,南京大学,1
人文学部,博雅学院,本科,2023,升学,外交学院,2
人文学部,博雅学院,本科,2023,升学,武汉大学,4
人文学部,博雅学院,本科,2023,升学,浙江大学,2
人文学部,博雅学院,本科,2023,升学,重庆大学,4
人文学部,博雅学院,本科,2023,就业,其他,10
人文学部,博雅学院,本科,2023,选调生,中共石家庄市委组织部,1
人文学部,博雅学院,硕士,2021,出国(境)留学或工作,香港大学,1
人文学部,博雅学院,硕士,2021,升学,中共中央党校,1
人文学部,博雅学院,硕士,2021,升学,中国人民大学,1
人文学部,博雅学院,硕士,2021,升学,吉林大学,1
人文学部,博雅学院,硕士,2021,就业,其他,22
人文学部,博雅学院,硕士,2021,就业,重庆市字水中学,2
人文学部,博雅学院,硕士,2021,就业,重庆市渝中区人和街小学校,2
人文学部,博雅学院,硕士,2021,选调生,中共乐山市委组织部,1
人文学部,博雅学院,硕士,2021,选调生,中共六盘水市委组织部,1
人文学部,博雅学院,硕士,2021,选调生,中共德阳市委组织部,1
人文学部,博雅学院,硕士,2021,选调生,中共贵阳市委组织部,1
人文学部,博雅学院,硕士,2021,选调生,中共重庆市委组织部,2
人文学部,博雅学院,硕士,2021,选调生,山西省宁武县迭台寺乡人民政府,1
人文学部,博雅学院,硕士,2022,出国(境)留学或工作,伦敦国王学院,1
人文学部,博雅学院,硕士,2022,升学,北京大学,1
人文学部,博雅学院,硕士,2022,就业,其他,19
人文学部,博雅学院,硕士,2022,就业,重庆大学,2
人文学部,博雅学院,硕士,2022,选调生,中共南昌市委组织部,1
人文学部,博雅学院,硕士,2022,选调生,中共达州市委组织部,1
人文学部,博雅学院,硕士,2022,选调生,中共重庆市垫江县委组织部,1
人文学部,博雅学院,硕士,2022,选调生,中共铜仁市委组织部,1
人文学部,博雅学院,硕士,2022,选调生,中国共产党南充市委员会组织部,2
人文学部,博雅学院,硕士,2022,选调生,中国共产党广元市委员会组织部,1
人文学部,博雅学院,硕士,2022,选调生,中国共产党澄江市委员会组织部,1
人文学部,博雅学院,硕士,2022,选调生,中国共产党重庆市委员会组织部,1
人文学部,博雅学院,硕士,2022,选调生,天津市和平区人民政府劝业场街道办事处,1
人文学部,博雅学院,硕士,2022,选调生,广西壮族自治区党委组织部干部规划办(定向选调生),1
人文学部,博雅学院,硕士,2023,升学,重庆大学,2
人文学部,博雅学院,硕士,2023,就业,其他,25
人文学部,博雅学院,硕士,2023,选调生,中共安顺市委组织部,1
人文学部,博雅学院,硕士,2023,选调生,中共德阳市委组织部,1
人文学部,博雅学院,硕士,2023,选调生,中共重庆市委组织部,1
人文学部,博雅学院,硕士,2023,选调生,中国共产党攀枝花市委员会组织部,1
人文学部,博雅学院,硕士,2023,选调生,中国共产党雅安市委员会组织部,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,伦敦国王学院,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,华威大学,3
人文学部,外国语学院,本科,2021,出国(境)留学或工作,悉尼大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,日本语言学校,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,格拉斯哥大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,澳门大学,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,爱丁堡大学,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,纽卡斯尔大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,纽约大学,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,蒙特雷国际研究院,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,香港大学,1
人文学部,外国语学院,本科,2021,升学,上海交通大学,1
人文学部,外国语学院,本科,2021,升学,上海外国语大学,3
人文学部,外国语学院,本科,2021,升学,中国人民大学,1
人文学部,外国语学院,本科,2021,升学,中国传媒大学,2
人文学部,外国语学院,本科,2021,升学,北京外国语大学,4
人文学部,外国语学院,本科,2021,升学,北京师范大学,3
人文学部,外国语学院,本科,2021,升学,华东师范大学,3
人文学部,外国语学院,本科,2021,升学,华中师范大学,1
人文学部,外国语学院,本科,2021,升学,华中科技大学,1
人文学部,外国语学院,本科,2021,升学,南开大学,1
人文学部,外国语学院,本科,2021,升学,同济大学,3
人文学部,外国语学院,本科,2021,升学,哈尔滨工业大学,1
人文学部,外国语学院,本科,2021,升学,四川大学,1
人文学部,外国语学院,本科,2021,升学,天津外国语大学,1
人文学部,外国语学院,本科,2021,升学,广西大学,1
人文学部,外国语学院,本科,2021,升学,武汉大学,4
人文学部,外国语学院,本科,2021,升学,湖南大学,1
人文学部,外国语学院,本科,2021,升学,西南政法大学,1
人文学部,外国语学院,本科,2021,升学,重庆大学,14
人文学部,外国语学院,本科,2021,就业,世强先进(深圳)科技股份有限公司,2
人文学部,外国语学院,本科,2021,就业,其他,21
人文学部,外国语学院,本科,2021,就业,深圳市宝视佳科技有限公司,2
人文学部,外国语学院,本科,2021,就业,重庆新东方教育培训学校有限公司,2
人文学部,外国语学院,本科,2021,就业,重庆晓道信息科技有限公司,4
人文学部,外国语学院,本科,2021,选调生,中共黔南州委组织部,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,东北大学,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,伦敦大学学院,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,伦敦艺术大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,华威大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,南安普敦大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,大阪大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,巴斯大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,布里斯托大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,爱丁堡大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,纽约大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,西北大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,香港中文大学,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,香港城市大学,1
人文学部,外国语学院,本科,2022,升学,上海外国语大学,1
人文学部,外国语学院,本科,2022,升学,上海音乐学院,1
人文学部,外国语学院,本科,2022,升学,中南财经政法大学,1
人文学部,外国语学院,本科,2022,升学,中国人民大学,1
人文学部,外国语学院,本科,2022,升学,中国传媒大学,1
人文学部,外国语学院,本科,2022,升学,中国农业大学,1
人文学部,外国语学院,本科,2022,升学,中山大学,2
人文学部,外国语学院,本科,2022,升学,兰州大学,1
人文学部,外国语学院,本科,2022,升学,北京外国语大学,1
人文学部,外国语学院,本科,2022,升学,北京师范大学,2
人文学部,外国语学院,本科,2022,升学,北京理工大学,1
人文学部,外国语学院,本科,2022,升学,华东师范大学,1
人文学部,外国语学院,本科,2022,升学,华中师范大学,1
人文学部,外国语学院,本科,2022,升学,华中科技大学,1
人文学部,外国语学院,本科,2022,升学,南京大学,2
人文学部,外国语学院,本科,2022,升学,吉林大学,1
人文学部,外国语学院,本科,2022,升学,四川大学,3
人文学部,外国语学院,本科,2022,升学,对外经济贸易大学,1
人文学部,外国语学院,本科,2022,升学,山东大学,1
人文学部,外国语学院,本科,2022,升学,武汉大学,3
人文学部,外国语学院,本科,2022,升学,浙江大学,2
人文学部,外国语学院,本科,2022,升学,湖南大学,1
人文学部,外国语学院,本科,2022,升学,西南财经大学,1
人文学部,外国语学院,本科,2022,升学,西安交通大学,2
人文学部,外国语学院,本科,2022,就业,其他,18
人文学部,外国语学院,本科,2022,就业,重庆大学,13
人文学部,外国语学院,本科,2022,志愿服务西部计划,北京立德未来助学公益基金会,2
人文学部,外国语学院,本科,2022,志愿服务西部计划,璧山区八塘镇经济发展办公室,1
人文学部,外国语学院,本科,2022,志愿服务西部计划,重庆市綦江区隆盛镇人民政府,1
人文学部,外国语学院,本科,2022,选调生,中共陕西省委组织部,1
人文学部,外国语学院,本科,2022,选调生,中共黔南州委组织部,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,伦敦国王学院,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,伦敦大学学院,4
人文学部,外国语学院,本科,2023,出国(境)留学或工作,华威大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,图宾根大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,墨尔本大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,早稻田大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,澳门大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,爱丁堡大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,阿伯丁大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港中文大学,2
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港理工大学,1
人文学部,外国语学院,本科,2023,升学,上海交通大学,1
人文学部,外国语学院,本科,2023,升学,上海外国语大学,2
人文学部,外国语学院,本科,2023,升学,东南大学,1
人文学部,外国语学院,本科,2023,升学,中南大学,1
人文学部,外国语学院,本科,2023,升学,中国传媒大学,1
人文学部,外国语学院,本科,2023,升学,中国政法大学,1
人文学部,外国语学院,本科,2023,升学,北京师范大学,1
人文学部,外国语学院,本科,2023,升学,华东师范大学,2
人文学部,外国语学院,本科,2023,升学,华中科技大学,2
人文学部,外国语学院,本科,2023,升学,南京大学,1
人文学部,外国语学院,本科,2023,升学,同济大学,1
人文学部,外国语学院,本科,2023,升学,四川外国语大学,1
人文学部,外国语学院,本科,2023,升学,四川大学,3
人文学部,外国语学院,本科,2023,升学,天津大学,1
人文学部,外国语学院,本科,2023,升学,暨南大学,1
人文学部,外国语学院,本科,2023,升学,浙江大学,1
人文学部,外国语学院,本科,2023,升学,湖南大学,2
人文学部,外国语学院,本科,2023,升学,西南大学,1
人文学部,外国语学院,本科,2023,升学,辽宁大学,1
人文学部,外国语学院,本科,2023,升学,重庆大学,11
人文学部,外国语学院,本科,2023,就业,其他,14
人文学部,外国语学院,本科,2023,就业,比亚迪股份有限公司,6
人文学部,外国语学院,本科,2023,志愿服务西部计划,湖北省西部计划项目办,1
人文学部,外国语学院,本科,2023,选调生,中共三元区委组织部信息化办,1
人文学部,外国语学院,硕士,2021,升学,上海交通大学,1
人文学部,外国语学院,硕士,2021,就业,其他,75
人文学部,外国语学院,硕士,2021,就业,彭水苗族土家族自治县教育委员会,3
人文学部,外国语学院,硕士,2021,就业,重庆市九龙坡区杨石路小学校,2
人文学部,外国语学院,硕士,2021,就业,重庆市南开中学校,2
人文学部,外国语学院,硕士,2021,就业,重庆高新技术产业开发区管理委员会,3
人文学部,外国语学院,硕士,2021,选调生,中共乐山市委组织部,1
人文学部,外国语学院,硕士,2021,选调生,中共南充市委组织部,1
人文学部,外国语学院,硕士,2021,选调生,中共陕西省委组织部,1
人文学部,外国语学院,硕士,2021,选调生,中国共产党达州市委员会组织部,1
人文学部,外国语学院,硕士,2022,出国(境)留学或工作,名古屋大学,1
人文学部,外国语学院,硕士,2022,出国(境)留学或工作,麦考瑞大学,1
人文学部,外国语学院,硕士,2022,升学,上海外国语大学,1
人文学部,外国语学院,硕士,2022,就业,其他,58
人文学部,外国语学院,硕士,2022,就业,重庆人文科技学院,2
人文学部,外国语学院,硕士,2022,就业,鸿富锦精密电子(成都)有限公司,2
人文学部,外国语学院,硕士,2022,选调生,中共内江市委组织部,1
人文学部,外国语学院,硕士,2022,选调生,中共许昌市委组织部,1
人文学部,外国语学院,硕士,2022,选调生,中共贵阳市委组织部,1
人文学部,外国语学院,硕士,2022,选调生,中共黔东南州委组织部(黔东南州公务员局),1
人文学部,外国语学院,硕士,2022,选调生,中共黔南州委组织部,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党广安市委员会组织部,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党成都市委员会组织部,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党遂宁市委员会组织部,2
人文学部,外国语学院,硕士,2022,选调生,山西省退役军人事务厅,1
人文学部,外国语学院,硕士,2022,选调生,海南省高级人民法院,1
人文学部,外国语学院,硕士,2023,升学,上海外国语大学,1
人文学部,外国语学院,硕士,2023,升学,重庆大学,3
人文学部,外国语学院,硕士,2023,就业,其他,57
人文学部,外国语学院,硕士,2023,就业,重庆新东方教育培训学校有限公司,2
人文学部,外国语学院,硕士,2023,就业,鸿富锦精密电子(成都)有限公司,4
人文学部,外国语学院,硕士,2023,选调生,中共云阳县委组织部,1
人文学部,外国语学院,硕士,2023,选调生,中共铜陵市委组织部,1
人文学部,外国语学院,硕士,2023,选调生,中共陕西省委组织部,3
人文学部,外国语学院,硕士,2023,选调生,中国人民政治协商会议全国委员会办公厅,1
人文学部,外国语学院,硕士,2023,选调生,中国共产党达州市委员会组织部,3
人文学部,外国语学院,硕士,2023,选调生,中国共产党重庆市合川区委员会组织部,1
人文学部,外国语学院,硕士,2023,选调生,中国共产党雅安市委员会组织部,1
人文学部,外国语学院,硕士,2023,选调生,开州区委组织部,1
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,伦敦大学国王学院,5
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,伦敦大学学院,3
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,华威大学,1
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,南加州大学,1
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,布里斯托大学,2
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,弘益大学,1
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,格拉斯哥大学,2
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,那不勒斯美院,1
人文学部,美视电影学院,本科,2021,出国(境)留学或工作,香港中文大学,2
人文学部,美视电影学院,本科,2021,升学,上海交通大学,1
人文学部,美视电影学院,本科,2021,升学,上海戏剧学院,2
人文学部,美视电影学院,本科,2021,升学,东南大学,1
人文学部,美视电影学院,本科,2021,升学,中国传媒大学,6
人文学部,美视电影学院,本科,2021,升学,中国电影艺术研究中心,1
人文学部,美视电影学院,本科,2021,升学,中央戏剧学院,1
人文学部,美视电影学院,本科,2021,升学,北京大学,1
人文学部,美视电影学院,本科,2021,升学,北京电影学院,2
人文学部,美视电影学院,本科,2021,升学,华中科技大学,2
人文学部,美视电影学院,本科,2021,升学,南京大学,2
人文学部,美视电影学院,本科,2021,升学,南京航空航天大学,1
人文学部,美视电影学院,本科,2021,升学,吉林大学,1
人文学部,美视电影学院,本科,2021,升学,四川大学,2
人文学部,美视电影学院,本科,2021,升学,复旦大学,1
人文学部,美视电影学院,本科,2021,升学,武汉大学,1
人文学部,美视电影学院,本科,2021,升学,江南大学,1
人文学部,美视电影学院,本科,2021,升学,浙江大学,1
人文学部,美视电影学院,本科,2021,升学,湖南大学,1
人文学部,美视电影学院,本科,2021,升学,苏州大学,1
人文学部,美视电影学院,本科,2021,升学,西安交通大学,2
人文学部,美视电影学院,本科,2021,升学,重庆大学,13
人文学部,美视电影学院,本科,2021,升学,重庆师范大学,1
人文学部,美视电影学院,本科,2021,就业,其他,56
人文学部,美视电影学院,本科,2021,就业,广州博冠信息科技有限公司,2
人文学部,美视电影学院,本科,2021,就业,广州富力地产(重庆)有限公司,2
人文学部,美视电影学院,本科,2021,就业,白马星重庆演艺经纪有限公司,2
人文学部,美视电影学院,本科,2021,选调生,中共黑龙江省委组织部,2
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,东京早稻田外国语学校,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,伦敦国王学院,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,伦敦艺术大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,俄罗斯国立舞台艺术学院,2
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,利兹大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,华威大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,墨尔本大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,布里斯托大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,庆熙大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,新南威尔士大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,日本京进语言学校,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,曼彻斯特大学,3
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,格拉斯哥大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,爱丁堡大学,2
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,罗斯布鲁佛学院,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,萨凡纳艺术设计学院,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,诺丁汉大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,香港城市大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,香港浸会大学,1
人文学部,美视电影学院,本科,2022,出国(境)留学或工作,马来西亚博特拉大学,1
人文学部,美视电影学院,本科,2022,升学,上海大学,2
人文学部,美视电影学院,本科,2022,升学,上海师范大学,1
人文学部,美视电影学院,本科,2022,升学,上海戏剧学院,1
人文学部,美视电影学院,本科,2022,升学,中国人民大学,1
人文学部,美视电影学院,本科,2022,升学,中国传媒大学,10
人文学部,美视电影学院,本科,2022,升学,中国美术学院,1
人文学部,美视电影学院,本科,2022,升学,北京交通大学,1
人文学部,美视电影学院,本科,2022,升学,北京师范大学,2
人文学部,美视电影学院,本科,2022,升学,北京师范大学(珠海校区),1
人文学部,美视电影学院,本科,2022,升学,华东师范大学,2
人文学部,美视电影学院,本科,2022,升学,华中科技大学,2
人文学部,美视电影学院,本科,2022,升学,华南师范大学,1
人文学部,美视电影学院,本科,2022,升学,南京大学,1
人文学部,美视电影学院,本科,2022,升学,山东大学,1
人文学部,美视电影学院,本科,2022,升学,暨南大学,1
人文学部,美视电影学院,本科,2022,升学,武汉大学,1
人文学部,美视电影学院,本科,2022,升学,清华大学,1
人文学部,美视电影学院,本科,2022,升学,西华师范大学,1
人文学部,美视电影学院,本科,2022,升学,西安交通大学,2
人文学部,美视电影学院,本科,2022,升学,重庆大学,15
人文学部,美视电影学院,本科,2022,就业,其他,41
人文学部,美视电影学院,本科,2022,就业,北京罗克维尔斯科技有限公司,4
人文学部,美视电影学院,本科,2022,就业,明基电通科技(上海)有限公司苏州第一分公司,2
人文学部,美视电影学院,本科,2022,志愿服务西部计划,重庆市荣昌区铜鼓镇,1
人文学部,美视电影学院,本科,2022,选调生,宁夏中卫市沙坡头区香山乡,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,伦敦大学学院,5
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,华威大学,4
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,墨尔本大学,2
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,布里斯托大学,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,德保罗大学,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,悉尼大学,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,曼彻斯特大学,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,杜伦大学,1
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,格拉斯哥大学,2
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,爱丁堡大学,2
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,香港中文大学,2
人文学部,美视电影学院,本科,2023,出国(境)留学或工作,香港城市大学,5
人文学部,美视电影学院,本科,2023,升学,上海交通大学,1
人文学部,美视电影学院,本科,2023,升学,上海大学,4
人文学部,美视电影学院,本科,2023,升学,上海戏剧学院,1
人文学部,美视电影学院,本科,2023,升学,中国传媒大学,4
人文学部,美视电影学院,本科,2023,升学,中国社会科学院大学,1
人文学部,美视电影学院,本科,2023,升学,北京师范大学,2
人文学部,美视电影学院,本科,2023,升学,华南理工大学,1
人文学部,美视电影学院,本科,2023,升学,南开大学,1
人文学部,美视电影学院,本科,2023,升学,南昌大学,1
人文学部,美视电影学院,本科,2023,升学,厦门大学,1
人文学部,美视电影学院,本科,2023,升学,四川大学,2
人文学部,美视电影学院,本科,2023,升学,山东大学,2
人文学部,美视电影学院,本科,2023,升学,广州大学,1
人文学部,美视电影学院,本科,2023,升学,武汉大学,3
人文学部,美视电影学院,本科,2023,升学,浙江大学,3
人文学部,美视电影学院,本科,2023,升学,湖南大学,1
人文学部,美视电影学院,本科,2023,升学,西南大学,1
人文学部,美视电影学院,本科,2023,升学,西安交通大学,2
人文学部,美视电影学院,本科,2023,升学,重庆大学,12
人文学部,美视电影学院,本科,2023,就业,其他,37
人文学部,美视电影学院,本科,2023,就业,重庆一九四九演艺文化有限公司,3
人文学部,美视电影学院,本科,2023,选调生,中共黔南州委组织部,1
人文学部,美视电影学院,硕士,2021,就业,其他,32
人文学部,美视电影学院,硕士,2021,选调生,中共乐山市委组织部,2
人文学部,美视电影学院,硕士,2021,选调生,中共德阳市委组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中共成都市委组织部,2
人文学部,美视电影学院,硕士,2021,选调生,中共攀枝花市委组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中共遵义市委组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中共重庆市委组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中共雅安市委组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中共黑龙江省委组织部,2
人文学部,美视电影学院,硕士,2021,选调生,中国共产党宁波市海曙区委员会组织部,1
人文学部,美视电影学院,硕士,2021,选调生,中国共产党自贡市委员会组织部,1
人文学部,美视电影学院,硕士,2022,就业,其他,34
人文学部,美视电影学院,硕士,2022,就业,重庆国际传播中心有限公司,2
人文学部,美视电影学院,硕士,2022,就业,重庆邮电大学移通学院,2
人文学部,美视电影学院,硕士,2022,就业,重庆长安汽车股份有限公司,2
人文学部,美视电影学院,硕士,2022,选调生,中共南昌市委组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中共商丘市委组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中共安顺市委组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中共廊坊市委组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中共成都市委组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中国共产党宜宾市委员会组织部,1
人文学部,美视电影学院,硕士,2022,选调生,中国共产党广安市委员会组织部,1
人文学部,美视电影学院,硕士,2023,就业,其他,24
人文学部,美视电影学院,硕士,2023,就业,四川传媒学院,3
人文学部,美视电影学院,硕士,2023,就业,重庆城市科技学院,4
人文学部,美视电影学院,硕士,2023,就业,重庆长安汽车股份有限公司,3
人文学部,美视电影学院,硕士,2023,选调生,中共安顺市委组织部,1
人文学部,艺术学院,本科,2021,出国(境)留学或工作,东京JCLI日本语学校,1
人文学部,艺术学院,本科,2021,出国(境)留学或工作,伦敦大学学院,2
人文学部,艺术学院,本科,2021,出国(境)留学或工作,伦敦大学金史密斯学院,1
人文学部,艺术学院,本科,2021,出国(境)留学或工作,伦敦艺术大学,1
